mean,std,max_abs,zcr,rms,fundamental_freq,spectral_centroid,spectral_rolloff,spectral_flatness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,band_energy_0,band_energy_1,band_energy_2,band_energy_3,band_energy_4,band_energy_5,band_energy_6,band_energy_7,band_energy_8,band_energy_9,band_energy_10,band_energy_11,band_energy_12,label
4.716432522400282e-05,0.09674959629774094,0.6570024490356445,0.08941747271825397,0.09674961119890213,130.08130081300814,482.05459822271513,625.0,0.05216231569647789,-16.530960083007812,-13.710604667663574,-12.172440528869629,-12.890470504760742,-12.784899711608887,-13.420126914978027,-13.67846393585205,-13.96573543548584,-14.32804012298584,-14.545506477355957,-15.203121185302734,-15.774624824523926,-16.171804428100586,1.2432065886969212e-05,3.0523992791131604e-06,4.502628314639878e-07,7.760499443065783e-08,3.985025998076708e-08,1.8611036267657255e-08,2.1343524281292048e-08,2.1535049299359343e-08,5.2199357725157824e-08,2.572655688481973e-08,3.5159850142463256e-08,1.8911642030161602e-08,3.093070022330835e-09,0
-1.937630986503791e-05,0.04860610142350197,0.48704490065574646,0.15049078525641027,0.04860610514879227,183.90804597701148,703.4757357514213,875.0,0.13345292210578918,-18.16382598876953,-15.40412712097168,-13.942010879516602,-13.507946968078613,-14.01026725769043,-14.53442668914795,-14.633145332336426,-14.823598861694336,-15.597240447998047,-16.444059371948242,-16.964372634887695,-17.45420265197754,-17.774316787719727,3.132357733193203e-06,4.746294450796995e-07,1.272444194455602e-07,4.3865508558837973e-08,3.6045761930836306e-08,5.9296141330378305e-08,1.0614062517788625e-07,6.033710064912157e-08,2.2872660210282447e-08,1.3205665005955325e-08,1.1614485373456773e-08,4.602960235189357e-09,1.6317234230456279e-09,0
1.1328579603286926e-05,0.043468426913022995,0.47373881936073303,0.10643796992481203,0.04346843063831329,355.55555555555554,515.1799060357831,687.5,0.018461449071764946,-19.22223472595215,-17.574642181396484,-16.609071731567383,-16.40156364440918,-15.654250144958496,-15.076871871948242,-14.641554832458496,-15.74724292755127,-16.128198623657227,-16.570714950561523,-16.590866088867188,-16.792394638061523,-17.37391471862793,2.2825786345492816e-06,8.518691174685955e-07,9.740804784996726e-08,7.650895028632476e-09,7.387201961250867e-09,4.0803000977973625e-09,1.6755337117757563e-09,1.0088777591121811e-09,1.0391085769612118e-09,5.85130610630813e-10,5.359442889485422e-10,3.848145690987792e-10,1.7762273596400036e-10,0
-0.0008799466886557639,0.0798952504992485,0.6230964064598083,0.12347808441558442,0.0799000933766365,156.86274509803923,657.7377204081373,750.0,0.08405692875385284,-17.55103302001953,-14.923133850097656,-13.413816452026367,-14.194466590881348,-14.11328125,-14.125202178955078,-14.406064987182617,-14.578592300415039,-14.871747970581055,-15.907086372375488,-15.8663969039917,-16.408632278442383,-16.86734962463379,8.299171895487234e-06,1.5008611171651864e-06,4.6762352212681435e-07,2.3397765858135244e-07,2.045253921778567e-07,1.487645846509622e-07,1.3853632196969556e-07,4.607232284570273e-08,7.007729951880037e-09,1.5570027045441748e-08,2.4096312500887507e-08,8.395119266424445e-09,1.4814868221080246e-09,0
-6.386110908351839e-05,0.034164659678936005,0.20990630984306335,0.08173919392523364,0.03416472300887108,280.70175438596493,577.0895752273003,687.5,0.014977886341512203,-19.155725479125977,-17.24764633178711,-15.920903205871582,-16.4830322265625,-14.646145820617676,-16.2571964263916,-15.380541801452637,-15.714017868041992,-15.213406562805176,-15.312180519104004,-15.776573181152344,-16.905906677246094,-17.43475341796875,8.491007861266553e-07,1.034630599860975e-06,4.4493290829450416e-08,1.783442904468302e-08,4.192928670931906e-09,2.0771449005252407e-09,3.872356879597305e-10,3.463873632369996e-10,2.9991029104614597e-10,1.546796302154263e-10,9.474825091171368e-11,7.310110156089067e-11,2.5749071277947344e-11,0
-1.4752068636880722e-05,0.08782640844583511,0.6305734515190125,0.17041447732300885,0.08782640844583511,108.84353741496598,529.3511772936896,562.5,0.05618270859122276,-18.303979873657227,-17.16046905517578,-16.00008773803711,-14.306286811828613,-14.090180397033691,-14.657418251037598,-15.19428539276123,-15.484444618225098,-16.2358341217041,-16.8460693359375,-17.78993797302246,-18.43721580505371,-18.930309295654297,1.1578070370887872e-05,1.222660444000212e-06,1.895941892371411e-07,6.272879460311742e-08,1.989986664341359e-08,3.507723533857643e-08,1.1360465634879802e-07,1.6854521334153105e-07,9.5944002964643e-08,3.104126378161709e-08,1.2249936176544907e-08,4.862179991960147e-09,1.2237640900636393e-09,0
1.1747788448701613e-05,0.05589430779218674,0.8538468480110168,0.2864720877347418,0.05589430779218674,103.8961038961039,2278.1839226045163,5125.0,0.5859062075614929,-19.235095977783203,-16.219757080078125,-16.26076889038086,-15.280278205871582,-15.656794548034668,-15.93797492980957,-15.711976051330566,-15.869624137878418,-15.840547561645508,-15.921219825744629,-16.036306381225586,-16.44290542602539,-16.886653900146484,7.360970926129085e-07,1.1242169648539857e-06,1.1142840321554104e-06,4.588986826092878e-07,3.728194712948607e-07,2.0627324204269826e-07,1.484393692408048e-07,1.3948427124432783e-07,1.4776772161440022e-07,2.9692046155105345e-07,1.614769473690103e-07,1.4226877453893394e-07,3.282355010014726e-08,0
4.5638657866220456e-06,0.10198205709457397,0.9114963412284851,0.12903645833333333,0.10198206454515457,246.15384615384616,646.5199717822276,875.0,0.0406782329082489,-17.57908058166504,-16.076007843017578,-13.783590316772461,-14.818519592285156,-13.767118453979492,-14.600217819213867,-14.736207962036133,-14.46328067779541,-14.156310081481934,-14.991972923278809,-15.201577186584473,-15.52832317352295,-15.886649131774902,9.38275388762122e-06,7.563151484646369e-06,4.174038110704714e-07,4.982546997212012e-08,1.1970974433950232e-08,5.632568633728852e-09,1.2730082765699535e-08,2.2715981984333666e-08,4.9968534199251735e-08,4.106892603772394e-08,1.9610769896871716e-08,2.848550195722055e-08,8.962782516164225e-09,0
-8.247934601968154e-05,0.0742998793721199,0.9466231465339661,0.10244576035031847,0.07429991662502289,500.0,495.59810175890806,687.5,0.023146484047174454,-17.853527069091797,-13.865063667297363,-13.695556640625,-14.78233528137207,-14.901954650878906,-14.83588695526123,-14.882372856140137,-14.607104301452637,-14.697306632995605,-15.1731595993042,-15.622264862060547,-16.33578109741211,-16.923458099365234,6.403762199624907e-06,2.7584017061599297e-06,2.3022664663585601e-07,7.974789184572728e-08,2.8906917748372507e-08,8.080907498708712e-09,6.001831476254438e-09,5.715931727934276e-09,4.3910377556244384e-09,3.2487841306050314e-09,1.862148990561252e-09,1.1570976399255528e-09,2.716760150178743e-10,0
1.6101024812087417e-05,0.07186340540647507,0.4356212019920349,0.08775436046511628,0.07186341285705566,500.0,532.750840036608,625.0,0.022623753175139427,-17.69991111755371,-16.520483016967773,-14.314642906188965,-14.146382331848145,-14.335203170776367,-14.072084426879883,-14.009942054748535,-14.045340538024902,-13.672182083129883,-14.038381576538086,-14.321022033691406,-15.371454238891602,-16.39581871032715,4.9458089961262885e-06,3.6453266147873364e-06,8.077889646074254e-08,3.2613442613183e-08,3.086612210267958e-08,1.8199305173993707e-08,1.4910964907244306e-08,2.1565080832175454e-09,2.8899540538418478e-09,2.4293784761653114e-09,3.259225112017816e-09,2.032138901597591e-09,8.555942621057966e-10,0
2.8101869702368276e-06,0.015276234596967697,0.1499374359846115,0.09302455357142857,0.015276234596967697,107.38255033557047,556.5217400478275,750.0,0.03611592948436737,-20.064363479614258,-17.898344039916992,-17.182491302490234,-16.241395950317383,-16.877511978149414,-17.053918838500977,-17.063297271728516,-17.05122947692871,-17.252540588378906,-17.749666213989258,-18.74567222595215,-18.928686141967773,-19.60518455505371,2.513361323508434e-07,1.18308093988162e-07,2.064592052875014e-08,3.835622042203113e-09,2.223508932530649e-09,1.0801435301743822e-09,2.9950963931213437e-10,1.9589398159158833e-10,2.652340846953649e-11,6.16434160660706e-12,3.936548569755116e-12,6.1698333074511336e-12,6.975577667572841e-12,0
-4.523317329585552e-05,0.048545025289058685,0.317758709192276,0.11306935436320754,0.048545047640800476,190.47619047619048,825.3841679114554,1375.0,0.05369221046566963,-17.640424728393555,-14.543142318725586,-14.435798645019531,-13.420597076416016,-15.181778907775879,-14.904211044311523,-14.560336112976074,-15.200057983398438,-14.928735733032227,-14.844466209411621,-15.235553741455078,-15.3911771774292,-15.488936424255371,1.7053629335350706e-06,1.4439241340369335e-06,3.9243005289790744e-07,1.501405222370522e-07,1.6450408679702377e-07,7.570623949959554e-08,2.1435886399245874e-09,1.6097561061911847e-09,2.446516322862635e-09,2.551706179687585e-09,1.4071219744948849e-09,1.1815061151665418e-09,3.220497757361329e-10,0
3.735856807907112e-05,0.10522820055484772,0.6315194964408875,0.20814732142857142,0.10522820800542831,131.14754098360655,770.7945102102989,1000.0,0.18038064241409302,-17.589427947998047,-14.651617050170898,-13.239912986755371,-14.1991605758667,-13.938838005065918,-14.203156471252441,-15.058076858520508,-14.830323219299316,-15.176095962524414,-15.563615798950195,-15.944939613342285,-16.224252700805664,-16.35242462158203,1.3705466699320823e-05,3.4220718134747585e-06,5.284821895656933e-07,2.7864567186952627e-07,1.7263386098420597e-07,1.798986914991474e-07,1.6763385701779043e-07,9.948568902018451e-08,1.560286335688943e-07,1.5047018564473547e-07,1.685453554500782e-07,1.0948508588626282e-07,5.33609920694289e-08,0
-0.00011638516298262402,0.14421217143535614,0.6912442445755005,0.1415869869402985,0.14421221613883972,135.59322033898306,694.5102469053259,625.0,0.09548837691545486,-16.000476837158203,-14.004670143127441,-13.092533111572266,-13.05172061920166,-12.379358291625977,-12.613542556762695,-12.268622398376465,-12.123669624328613,-12.26498794555664,-12.693902015686035,-13.171712875366211,-13.667210578918457,-14.261932373046875,2.4985612981254235e-05,8.384672582906205e-06,3.4555117167656135e-07,1.7722108225370903e-07,1.7771726845694502e-07,2.526874709474214e-07,2.0890107066406927e-07,5.799604423373239e-07,3.0986925025899836e-07,9.15914739607615e-08,1.362997608111982e-07,6.068194835506802e-08,9.592939775870946e-09,0
-1.2353620149951894e-05,0.05475740134716034,0.41712698340415955,0.0789366883116883,0.05475740507245064,106.66666666666667,374.1994297640071,562.5,0.04834921658039093,-17.24694061279297,-12.626072883605957,-12.410538673400879,-13.543107986450195,-14.412391662597656,-14.94546127319336,-15.008901596069336,-14.931832313537598,-14.860223770141602,-15.222911834716797,-15.77151870727539,-16.143163681030273,-16.488750457763672,4.411141617310932e-06,5.652891559293494e-07,8.365999093484788e-08,2.792222275616041e-08,2.1769096747448202e-08,3.513213897576861e-08,1.2412364469582826e-08,1.0982905251921693e-08,5.7459805802295705e-09,4.0837355719247626e-09,3.226722888882705e-09,2.8836337762072617e-09,9.82703030061316e-10,0
-7.634769281139597e-05,0.0698619857430458,0.4925687313079834,0.14523890398550723,0.06986203044652939,148.14814814814815,575.7946017430933,625.0,0.09167958796024323,-17.69644546508789,-16.161487579345703,-14.45623779296875,-14.345357894897461,-14.396613121032715,-13.626789093017578,-14.227943420410156,-14.35832405090332,-14.860760688781738,-15.262983322143555,-16.159988403320312,-16.802705764770508,-17.170190811157227,6.622157343372237e-06,1.3240947964732186e-06,2.52537546430176e-07,4.8644153594068484e-08,4.7282128434744664e-08,4.889494320536869e-08,2.1995578691758055e-08,1.7317665523819414e-08,1.9362419223512006e-08,1.7613730918242254e-08,2.488388517463136e-08,3.2523228554737216e-08,1.920128767096685e-08,0
-1.2720382983388845e-05,0.1145237386226654,0.8499404788017273,0.16901299504950495,0.11452373117208481,99.37888198757764,1240.8415756184186,2312.5,0.29001274704933167,-16.20818519592285,-12.465312957763672,-11.984715461730957,-12.307977676391602,-12.747530937194824,-12.979852676391602,-13.321123123168945,-12.925209999084473,-12.907102584838867,-13.107451438903809,-13.5221586227417,-13.752060890197754,-14.006667137145996,9.190671335090883e-06,4.777751655637985e-06,3.7438705930981087e-06,1.2420898656273494e-06,1.2751351050610538e-06,3.3221240869352187e-07,3.7125184348951734e-07,1.2624471423805517e-07,1.578756325670838e-07,2.4077723992377287e-07,1.70135365351598e-07,2.4376660689995333e-07,8.488481029189643e-08,0
4.020278936422983e-07,0.03656257316470146,0.39320048689842224,0.15738932291666666,0.03656257316470146,131.14754098360655,934.9385951972803,1312.5,0.16708414256572723,-18.89470672607422,-17.689098358154297,-15.02898120880127,-16.245176315307617,-15.07699203491211,-16.441017150878906,-15.701604843139648,-16.35122299194336,-16.304079055786133,-17.250885009765625,-17.61201286315918,-18.24193000793457,-18.49892234802246,1.104594957723748e-06,6.449855618484435e-07,3.1238533892974374e-07,3.5525076214071305e-08,1.6875246089398388e-08,2.512512331520611e-08,1.2781292468844185e-08,2.5418620097639177e-08,4.25190940234188e-08,1.194192300602026e-08,6.05324146363273e-09,5.870221642112483e-09,2.3449062691582867e-09,0
-0.00011326409730827436,0.19292785227298737,0.869777500629425,0.1249704071969697,0.19292789697647095,136.75213675213675,570.7179940859763,687.5,0.09151024371385574,-14.99222469329834,-13.283699035644531,-10.86556625366211,-11.502618789672852,-11.119363784790039,-11.767277717590332,-11.602954864501953,-11.734207153320312,-12.184587478637695,-12.737133979797363,-13.439467430114746,-13.816360473632812,-14.692859649658203,4.8781173973111436e-05,1.0368317816755734e-05,3.368951865923009e-06,3.492322946385684e-07,3.965320161114505e-07,2.282451418977871e-07,2.2499422414057335e-07,2.5698787453620753e-07,3.05888505636176e-07,1.834277583157018e-07,1.5970668698628288e-07,8.625233505199503e-08,5.553157222948357e-08,0
-5.515822522283997e-06,0.05869739130139351,0.4932401478290558,0.09969482421875,0.05869739130139351,500.0,587.453309257317,812.5,0.019144589081406593,-18.082828521728516,-16.524011611938477,-15.0842866897583,-14.138174057006836,-14.434483528137207,-13.9921236038208,-13.713813781738281,-13.617568969726562,-13.243051528930664,-13.306950569152832,-14.062177658081055,-14.656024932861328,-14.976269721984863,3.3519090720801614e-06,2.3005875391390873e-06,1.161452445330724e-07,3.20010364873724e-08,1.4352216304303056e-08,2.1697912799822916e-08,4.9375072919133345e-09,1.3413249400073823e-09,1.7217256509383105e-09,1.3003856880189346e-09,7.432750526170651e-10,2.8446264788151154e-10,7.530120971210863e-11,0
-0.00011693423584802076,0.13306701183319092,0.9730521440505981,0.11343876008064516,0.1330670416355133,101.91082802547771,464.4182561852516,625.0,0.0772366002202034,-16.0783748626709,-11.644673347473145,-12.049421310424805,-11.849862098693848,-12.167330741882324,-13.111503601074219,-13.66917610168457,-14.070418357849121,-14.471259117126465,-14.256924629211426,-14.42668628692627,-14.907063484191895,-15.171856880187988,2.4764380214037374e-05,4.056745183333987e-06,5.473128226185509e-07,4.1638031689217314e-07,3.812876343545213e-07,1.745600570757233e-07,9.515824217487534e-08,6.763335846926566e-08,5.7352881555061686e-08,6.895646009752454e-08,5.8104745903619914e-08,2.5632434841327267e-08,1.1125951715484916e-08,0
-6.168787513161078e-05,0.013363046571612358,0.0950651541352272,0.11873109879032258,0.013363189063966274,92.48554913294798,612.1919211666885,687.5,0.0759851261973381,-20.508243560791016,-17.537071228027344,-17.19056510925293,-16.480560302734375,-17.200336456298828,-17.666893005371094,-17.648319244384766,-17.48773193359375,-17.753324508666992,-18.0357723236084,-18.50567626953125,-19.057506561279297,-19.139965057373047,2.069130715653955e-07,8.331781486958789e-08,1.4971399675545172e-09,1.6875523201065334e-10,7.655748812673835e-10,7.570391535871579e-10,4.126249120162129e-09,3.2896896318135305e-09,1.9268793227666947e-09,7.060941831227296e-10,5.270241465460401e-10,3.646263846412978e-10,1.1273838806946657e-10,0
7.64552260079654e-06,0.027470508590340614,0.16913357377052307,0.0995435393258427,0.027470510452985764,81.63265306122449,713.7643359590983,1250.0,0.06668692827224731,-18.728620529174805,-16.07331657409668,-15.069714546203613,-14.700797080993652,-14.589558601379395,-15.245870590209961,-15.038723945617676,-15.358943939208984,-15.309858322143555,-15.75834846496582,-16.043508529663086,-16.367685317993164,-17.107038497924805,7.515645847888663e-07,3.375672861238854e-07,6.840233623961467e-08,5.528219304551385e-08,6.006920472145794e-08,4.081984528170324e-09,1.5858797608458985e-09,1.3256660214011617e-09,1.6281685999430806e-09,8.569718268347515e-10,1.2726470988155825e-09,9.75122316226873e-10,2.1222780477447856e-10,0
-1.322425487160217e-05,0.0707336887717247,0.6006653308868408,0.09802543826219512,0.0707336887717247,105.26315789473684,441.3194397007311,625.0,0.02918625995516777,-17.558706283569336,-13.712711334228516,-13.279664039611816,-13.439717292785645,-14.202144622802734,-13.839956283569336,-14.208181381225586,-14.076342582702637,-14.24859619140625,-14.775694847106934,-15.157655715942383,-16.17763900756836,-16.4309024810791,6.4400333030789625e-06,1.9334663647896377e-06,1.8418515423945792e-07,2.223070616480527e-08,1.7397605134306104e-08,1.2476574440256627e-08,7.031363047360628e-09,9.52874401605186e-09,1.3578741686615103e-08,6.63793864319473e-09,4.561313549089618e-09,1.7205890046056993e-09,4.695605571036765e-10,0
1.8229682609671727e-05,0.10901712626218796,0.7241432070732117,0.10942865728021978,0.10901713371276855,118.51851851851852,492.74089130069433,625.0,0.05535741522908211,-16.515247344970703,-13.3869047164917,-12.45385456085205,-12.762981414794922,-12.956320762634277,-12.985186576843262,-13.387361526489258,-13.07638168334961,-13.168119430541992,-13.636354446411133,-14.033927917480469,-14.757552146911621,-15.324833869934082,1.5441806681337766e-05,4.229648766340688e-06,2.8130162377237866e-07,1.5076503245836648e-07,1.5023337596176134e-07,6.765721138890513e-08,1.0130988492562665e-08,1.9992853594885673e-08,1.7718969402835683e-08,2.2557429701919318e-08,3.6461461405679074e-08,5.663929769639253e-08,1.802712645826432e-08,0
-2.8434124033083208e-05,0.0961550697684288,0.921597957611084,0.2466412168560606,0.0961550697684288,77.66990291262135,1963.5646736728893,5062.5,0.5404486060142517,-16.589813232421875,-13.85426139831543,-12.45993709564209,-12.791631698608398,-12.535898208618164,-12.481561660766602,-13.496729850769043,-13.476408004760742,-13.348287582397461,-13.488821029663086,-13.24964714050293,-13.475317001342773,-13.650650024414062,5.226283519732533e-06,4.175024969299557e-06,7.228409799608926e-07,6.737405442436284e-07,8.688280672686233e-07,4.662981893943652e-07,3.9470415913456236e-07,4.189334958937252e-07,5.969001222183579e-07,4.678435061578057e-07,8.051929398789071e-07,3.6882445897390426e-07,1.6498424315614102e-07,0
1.506138050899608e-05,0.03809510916471481,0.317819744348526,0.1394889987244898,0.03809510916471481,228.57142857142858,719.6425833262349,937.5,0.09178145974874496,-18.654386520385742,-15.860028266906738,-15.384110450744629,-15.348276138305664,-15.708735466003418,-16.13028335571289,-15.914939880371094,-15.05225944519043,-15.50438404083252,-15.575377464294434,-15.876009941101074,-16.49607276916504,-17.05389976501465,1.2405558891259716e-06,9.30295300349826e-07,1.4049440721919382e-07,5.911879341624626e-08,3.134351089784104e-08,8.787378824592906e-09,9.037918857757177e-09,6.859951273696652e-09,4.185171320614245e-09,4.143599685590971e-09,5.232536626209594e-09,3.3708817959166026e-09,8.85724438237645e-10,0
-0.0021800994873046875,0.09717616438865662,0.8912930488586426,0.08670176630434782,0.09720062464475632,100.62893081761007,499.5015777642901,562.5,0.059138551354408264,-16.280614852905273,-12.43929386138916,-12.203351974487305,-11.896254539489746,-13.0767822265625,-13.453534126281738,-13.31063175201416,-13.6099271774292,-14.294225692749023,-14.901951789855957,-15.439438819885254,-16.165571212768555,-16.20619010925293,1.3488386684912257e-05,1.9650890408229316e-06,1.4775113754694758e-07,3.80547561462663e-07,1.2605961785538966e-07,1.7504410720903252e-07,2.802466525508862e-08,2.4383517427395418e-08,9.350955565423646e-09,1.46012357760128e-08,2.8234708793206664e-08,1.7750089398305136e-08,8.19615841862742e-09,0
-6.058865619706921e-05,0.034816429018974304,0.3085116147994995,0.09744019634955753,0.034816477447748184,134.45378151260505,630.9375776241694,812.5,0.04908689484000206,-18.763586044311523,-17.96449851989746,-15.054327964782715,-15.619512557983398,-14.009516716003418,-14.9111967086792,-15.477635383605957,-16.358915328979492,-17.12580680847168,-16.668489456176758,-16.89497184753418,-16.866167068481445,-17.712194442749023,1.323569449596107e-06,5.18309093422431e-07,1.3164010681521177e-07,2.5122982805214633e-08,2.652453190421511e-08,5.106262790377514e-08,4.354017146823708e-09,1.897831891639612e-09,8.067062018390914e-10,3.1452562776479454e-10,4.727002123061652e-10,1.332544408150227e-09,5.22157539428747e-10,0
-4.274514867574908e-05,0.05381232872605324,0.4600054919719696,0.09355637122844827,0.05381234362721443,112.67605633802818,523.4338006380199,687.5,0.03220588341355324,-18.342443466186523,-15.463813781738281,-14.759367942810059,-15.063737869262695,-14.773587226867676,-14.714137077331543,-14.651944160461426,-14.571724891662598,-14.911738395690918,-15.208672523498535,-15.925747871398926,-16.582876205444336,-16.95992660522461,3.2207155982177937e-06,1.5683550600442686e-06,1.0019018503726329e-07,2.8781160565927166e-08,1.3461942671710858e-08,9.301667880379227e-09,8.759389658052896e-09,4.224581573453179e-09,3.1451750093225428e-09,2.701779688862871e-09,1.8322751094146383e-09,1.743613586846493e-09,3.384121594063316e-10,0
-2.1282643501763232e-05,0.056694790720939636,0.39216285943984985,0.08321073457792208,0.05669479817152023,275.86206896551727,495.35011243391244,625.0,0.014695941470563412,-18.125757217407227,-15.819217681884766,-15.23849868774414,-14.415382385253906,-13.923416137695312,-13.675235748291016,-14.30115032196045,-14.68908977508545,-14.69607162475586,-15.078917503356934,-15.645353317260742,-16.179140090942383,-16.594083786010742,4.19565913034603e-06,1.1245678024351946e-06,1.7420956055502756e-07,4.848000045853951e-08,1.8934672496584426e-08,9.06311292681039e-09,4.451463198051897e-09,4.360546590476133e-09,3.4206264487579574e-09,7.738353846598045e-10,1.2824628511931557e-12,4.4812236061654576e-13,1.1938177226292201e-13,0
-0.0062595754861831665,0.032855138182640076,0.25745415687561035,0.13383413461538463,0.03344611078500748,225.35211267605635,683.8148380678117,812.5,0.12135978788137436,-18.617563247680664,-15.941082000732422,-15.708075523376465,-14.919377326965332,-14.590838432312012,-15.862751960754395,-16.179964065551758,-15.694374084472656,-15.977312088012695,-16.804500579833984,-17.806089401245117,-18.2020263671875,-18.586278915405273,1.4841795064057806e-06,1.978717421025067e-07,3.728527175894669e-08,4.5612335242140034e-08,1.991220877073374e-08,3.435012629893208e-08,1.889991807502156e-08,1.1052898152286161e-08,9.304981674063129e-09,7.514868727298563e-09,9.40816580197179e-09,2.925066411307853e-09,7.049604233699824e-10,0
0.00010580332309473306,0.10052868723869324,0.8009277582168579,0.11412259615384615,0.10052875429391861,210.52631578947367,526.1196961810809,625.0,0.052473828196525574,-16.877819061279297,-13.9393310546875,-12.917658805847168,-13.110801696777344,-13.495417594909668,-13.42335319519043,-13.77970027923584,-13.683157920837402,-13.797277450561523,-14.410510063171387,-15.010048866271973,-15.5126314163208,-16.567495346069336,1.344240899925353e-05,3.5077857774012955e-06,9.936817235711715e-08,3.1667649835753764e-08,2.4736729997698603e-08,1.5375714923493433e-08,2.007748634014206e-08,7.539049562410582e-08,1.587908826650164e-07,7.758854536632498e-08,3.7606234570830566e-08,2.5819273830052225e-08,1.0333036648546567e-08,0
3.494522024993785e-05,0.10649820417165756,0.491042822599411,0.14379142992424243,0.10649820417165756,105.26315789473684,658.0795229200007,562.5,0.11792875826358795,-16.462461471557617,-13.058053970336914,-12.268209457397461,-12.343620300292969,-13.121138572692871,-13.91201400756836,-14.305337905883789,-14.25938606262207,-14.325952529907227,-15.042647361755371,-15.939094543457031,-16.480117797851562,-16.886882781982422,1.6152893294929527e-05,1.8306038782611722e-06,8.577583798796695e-08,9.942796452833136e-08,2.8615900760087243e-07,3.087827451508929e-07,2.3440290419785015e-07,2.0082229923445993e-07,2.817236293140013e-07,1.5886702442458045e-07,7.725447659368001e-08,3.982519913847682e-08,7.68426300368219e-09,0
-1.5327026403610944e-06,0.02016735076904297,0.2842188775539398,0.12647906553398058,0.02016735076904297,134.45378151260505,555.1615711824172,687.5,0.11890928447246552,-19.790367126464844,-16.08949851989746,-15.387641906738281,-16.412126541137695,-17.398128509521484,-17.664642333984375,-18.116249084472656,-18.402477264404297,-18.79254913330078,-18.872217178344727,-19.527423858642578,-19.698955535888672,-20.44501495361328,5.50030961221637e-07,8.078244917442134e-08,2.8597026968668615e-08,1.508682601070177e-08,3.832938855197199e-09,2.8478561731049012e-09,6.1615432755957045e-09,6.700043631013841e-09,2.12111483932631e-09,1.3333441017948644e-09,2.3258710513118785e-09,2.691338707450086e-09,6.841527344647602e-10,0
-1.929806239786558e-05,0.038193825632333755,0.2153080850839615,0.11700439453125,0.038193829357624054,285.7142857142857,912.5132625575284,1437.5,0.0439518503844738,-19.13284683227539,-18.56892204284668,-17.17532730102539,-16.77162742614746,-15.066672325134277,-15.911396980285645,-15.548856735229492,-15.180916786193848,-14.961305618286133,-14.769133567810059,-15.151689529418945,-15.762103080749512,-16.26461410522461,7.573693778795132e-07,8.40882648844854e-07,6.709150284223142e-07,8.928384431783343e-08,4.191601377101506e-08,7.403953450335621e-09,4.53746507034225e-09,1.8233614618168303e-09,2.6791848739549096e-09,1.0055076771209315e-09,3.84531878561134e-10,4.284480270566604e-10,2.004099108887658e-10,0
3.556792989911628e-06,0.011498241685330868,0.0557878352701664,0.08833208476027397,0.011498241685330868,141.5929203539823,585.7026768114952,687.5,0.05695058032870293,-20.28633689880371,-18.897775650024414,-16.564477920532227,-16.897953033447266,-16.608922958374023,-16.807662963867188,-16.914016723632812,-16.735029220581055,-17.136228561401367,-16.52600860595703,-16.964561462402344,-17.677318572998047,-18.52915382385254,1.3038943791343627e-07,7.944579039076416e-08,1.0156694152385626e-08,2.348827354836658e-09,1.725355192050415e-09,1.2183977160518111e-09,2.2188484383178775e-10,1.0834327879294392e-10,1.0469505817845004e-10,8.743517021514435e-11,8.871824108691584e-11,2.910269421285694e-11,8.901646780801187e-12,0
7.153303158702329e-06,0.04419964924454689,0.3024079203605652,0.14017560840707965,0.04419964924454689,421.05263157894734,494.31753825928257,562.5,0.03204497694969177,-18.740379333496094,-16.911575317382812,-15.873231887817383,-15.158185958862305,-16.3297119140625,-15.550537109375,-13.900861740112305,-14.301653861999512,-15.056390762329102,-15.787994384765625,-16.59195327758789,-17.214096069335938,-17.741565704345703,2.725751983234659e-06,5.898523909309006e-07,3.896211708820374e-08,1.829141105247345e-08,6.904489868730934e-09,6.489537351939134e-09,4.1907139980423835e-09,1.7126735585293318e-09,1.3454407588042727e-09,1.4910090939679321e-09,2.4277735377609133e-09,4.390544816601505e-09,1.4174493800922505e-09,0
3.8156897062435746e-05,0.02586130052804947,0.3631092309951782,0.10364487591911764,0.025861328467726707,108.10810810810811,636.0653057219623,812.5,0.11968176811933517,-19.210491180419922,-15.648347854614258,-15.120401382446289,-15.19002914428711,-16.037508010864258,-16.64278793334961,-16.623003005981445,-17.00729751586914,-17.78775978088379,-18.05484390258789,-18.26058578491211,-18.719512939453125,-19.022165298461914,7.957963816807023e-07,2.6014706122623465e-07,3.171173901250768e-08,1.1304231328779224e-08,7.527003909046925e-09,5.799035474041148e-09,7.824247916232707e-09,1.6779026168478595e-08,4.811136378179981e-09,4.306377032747832e-09,3.3921629949418275e-09,2.104517671241979e-09,7.253617706481919e-10,0
